P0_x,P0_y,P0_z,P1_x,P1_y,P1_z,P2_x,P2_y,P2_z,P3_x,P3_y,P3_z,P4_x,P4_y,P4_z,P5_x,P5_y,P5_z,P6_x,P6_y,P6_z,P7_x,P7_y,P7_z,P8_x,P8_y,P8_z,P9_x,P9_y,P9_z,P10_x,P10_y,P10_z,P11_x,P11_y,P11_z,P12_x,P12_y,P12_z,P13_x,P13_y,P13_z,P14_x,P14_y,P14_z,P15_x,P15_y,P15_z,P16_x,P16_y,P16_z,P17_x,P17_y,P17_z,P18_x,P18_y,P18_z,P19_x,P19_y,P19_z,P20_x,P20_y,P20_z,P21_x,P21_y,P21_z,P22_x,P22_y,P22_z,P23_x,P23_y,P23_z,P24_x,P24_y,P24_z,P25_x,P25_y,P25_z,P26_x,P26_y,P26_z,P27_x,P27_y,P27_z,P28_x,P28_y,P28_z,P29_x,P29_y,P29_z,P30_x,P30_y,P30_z,P31_x,P31_y,P31_z,P32_x,P32_y,P32_z
0.34704867005348206,0.5592600107192993,0.11495143920183182,0.342159628868103,0.5619794130325317,0.09441171586513519,0.3421166241168976,0.564336895942688,0.09441836923360825,0.3420916795730591,0.5667635202407837,0.0943429097533226,0.34213483333587646,0.5554012656211853,0.09695826470851898,0.3420957326889038,0.5532091856002808,0.09694956988096237,0.34212401509284973,0.5509238839149475,0.09695477038621902,0.34454473853111267,0.5680067539215088,0.019562382251024246,0.34500181674957275,0.5447817444801331,0.031395234167575836,0.35119378566741943,0.5620465278625488,0.09285609424114227,0.35151541233062744,0.5549818277359009,0.09595750272274017,0.37479227781295776,0.5921263098716736,-0.022916700690984726,0.3783010244369507,0.5120013952255249,0.0160080473870039,0.41467636823654175,0.6070221066474915,0.036105237901210785,0.42472171783447266,0.49879083037376404,0.04882444068789482,0.42995840311050415,0.5918195247650146,0.14006806910037994,0.43605056405067444,0.5166090726852417,0.133891761302948,0.4383803606033325,0.5955348610877991,0.15001028776168823,0.44699546694755554,0.5086250305175781,0.15257123112678528,0.43480613827705383,0.5848668813705444,0.1569952368736267,0.4441481828689575,0.5199145674705505,0.1533026248216629,0.43359991908073425,0.5829651951789856,0.14539599418640137,0.44110971689224243,0.5240599513053894,0.13651889562606812,0.45682117342948914,0.5898743271827698,-0.02316807024180889,0.4468501806259155,0.5341079235076904,0.022617461159825325,0.5052546858787537,0.5788941383361816,0.08237066864967346,0.49978354573249817,0.5082935094833374,0.1909734457731247,0.5544179677963257,0.5615794062614441,0.047954682260751724,0.54464191198349,0.5330176949501038,0.2070320099592209,0.5620750784873962,0.5579013824462891,0.049392905086278915,0.5534713268280029,0.5316358208656311,0.21365271508693695,0.571685791015625,0.5909872055053711,0.0374569371342659,0.5492935180664062,0.5312798023223877,0.2229951173067093
0.3459562361240387,0.5593748688697815,-0.1682901382446289,0.34157249331474304,0.5603705644607544,-0.1635511964559555,0.34148791432380676,0.5596736669540405,-0.16357384622097015,0.3414500951766968,0.5584472417831421,-0.16362112760543823,0.3418353199958801,0.558782160282135,-0.15936554968357086,0.3419099450111389,0.5592654943466187,-0.15937495231628418,0.3420143127441406,0.5599218606948853,-0.15939714014530182,0.3440265953540802,0.553737461566925,-0.11670462787151337,0.34481605887413025,0.5579166412353516,-0.0964590534567833,0.3500487208366394,0.5590104460716248,-0.14925263822078705,0.35055941343307495,0.5576750636100769,-0.1435929238796234,0.37443071603775024,0.5252542495727539,-0.08072758466005325,0.3766680359840393,0.5793855786323547,-0.049632761627435684,0.4145154356956482,0.5140562057495117,-0.05762796849012375,0.417091429233551,0.5951553583145142,-0.03040037490427494,0.44243791699409485,0.5217595100402832,-0.09960352629423141,0.4434261620044708,0.5929884314537048,-0.07400728017091751,0.45041361451148987,0.5186665654182434,-0.11489743739366531,0.45407024025917053,0.5922398567199707,-0.08860007673501968,0.448443204164505,0.5242263674736023,-0.12862204015254974,0.45228666067123413,0.5861579775810242,-0.10182753205299377,0.44614607095718384,0.5278096795082092,-0.1064920425415039,0.4478096663951874,0.5844284892082214,-0.08123323321342468,0.4471614956855774,0.5444974899291992,-0.015457159839570522,0.44520458579063416,0.5598131418228149,0.015423329547047615,0.5047069787979126,0.5413243174552917,0.0008271958795376122,0.5000887513160706,0.5524002313613892,0.03790641948580742,0.5502342581748962,0.5475451350212097,0.1149202212691307,0.5470596551895142,0.5471713542938232,0.14690664410591125,0.559130847454071,0.5447278022766113,0.12414237856864929,0.5546037554740906,0.5467139482498169,0.1556815207004547,0.5717674493789673,0.5511670708656311,0.056316327303647995,0.5680245161056519,0.5526946187019348,0.09204354137182236
0.3442056477069855,0.5585373640060425,-0.17949914932250977,0.3403056263923645,0.5562190413475037,-0.17345109581947327,0.3402356505393982,0.5535010695457458,-0.1734609305858612,0.3402211368083954,0.5506698489189148,-0.17348423600196838,0.34073927998542786,0.5594485402107239,-0.1699366569519043,0.34094375371932983,0.5612899661064148,-0.1699531227350235,0.3411824405193329,0.5633853673934937,-0.16997814178466797,0.34277448058128357,0.5452074408531189,-0.12398607283830643,0.3442462086677551,0.5639035701751709,-0.10686589777469635,0.3484453856945038,0.5540996789932251,-0.16018934547901154,0.3490784466266632,0.5584682822227478,-0.1553981751203537,0.3734681308269501,0.5108405947685242,-0.08927354216575623,0.3758360743522644,0.5899194478988647,-0.06291112303733826,0.41356244683265686,0.5014718770980835,-0.06606730073690414,0.41393518447875977,0.6009392142295837,-0.038915447890758514,0.441311240196228,0.5058965682983398,-0.11174662411212921,0.4427225887775421,0.5999264121055603,-0.08094726502895355,0.4508267343044281,0.5051115155220032,-0.12866652011871338,0.45413628220558167,0.5992950797080994,-0.09684827923774719,0.4494525194168091,0.5104301571846008,-0.1439875066280365,0.45303916931152344,0.5959115028381348,-0.112373948097229,0.4466225802898407,0.513836145401001,-0.11928091198205948,0.4484846293926239,0.5927364230155945,-0.08909106999635696,0.44630739092826843,0.528771162033081,-0.011876489035785198,0.4452490508556366,0.5719133019447327,0.011871924623847008,0.500468909740448,0.5266350507736206,0.01202073972672224,0.49990394711494446,0.5670101642608643,0.04453462362289429,0.5448110699653625,0.535592257976532,0.13420352339744568,0.5469129085540771,0.5592737793922424,0.16143295168876648,0.5503535866737366,0.5366892218589783,0.14331546425819397,0.5536547303199768,0.5562011003494263,0.1704658716917038,0.5652299523353577,0.535203754901886,0.07132067531347275,0.5662486553192139,0.5609474182128906,0.10622231662273407
0.34424179792404175,0.5560885071754456,-0.1726696789264679,0.3402065932750702,0.5517545938491821,-0.16396375000476837,0.340107798576355,0.5486413240432739,-0.16397152841091156,0.34005385637283325,0.5456519722938538,-0.16398261487483978,0.34062671661376953,0.5593519806861877,-0.16291479766368866,0.34079742431640625,0.5607531666755676,-0.16293014585971832,0.3410049378871918,0.5628561973571777,-0.16295777261257172,0.3423057794570923,0.5410183668136597,-0.10588851571083069,0.3435903787612915,0.5644761919975281,-0.10076458752155304,0.3485482931137085,0.5500857830047607,-0.1504940241575241,0.34919410943984985,0.5583562850952148,-0.14913760125637054,0.373527467250824,0.5090703964233398,-0.07139185816049576,0.37572163343429565,0.5905705094337463,-0.06167760118842125,0.4134317934513092,0.49857577681541443,-0.04848930984735489,0.41345253586769104,0.6044015884399414,-0.03971325606107712,0.4407493770122528,0.5040432810783386,-0.10662346333265305,0.44365251064300537,0.6030988097190857,-0.08366618305444717,0.45041635632514954,0.5044353008270264,-0.12574267387390137,0.4547477066516876,0.602264940738678,-0.1023738831281662,0.44905951619148254,0.5089007019996643,-0.14305296540260315,0.45396316051483154,0.5979083180427551,-0.11675035953521729,0.44637730717658997,0.511359453201294,-0.11512326449155807,0.4500267207622528,0.5960043668746948,-0.0912894457578659,0.448049396276474,0.5236313939094543,-0.00413689436390996,0.44817718863487244,0.5714879631996155,0.004132166970521212,0.5008435845375061,0.5236150026321411,0.031052885577082634,0.5000789761543274,0.566887617111206,0.04305722564458847,0.5417965054512024,0.53357994556427,0.18152858316898346,0.5465943813323975,0.5611858367919922,0.1749371588230133,0.5472287535667419,0.5364631414413452,0.19386419653892517,0.5532695651054382,0.5590031743049622,0.17794203758239746,0.5606792569160461,0.5298363566398621,0.12939947843551636,0.5647755265235901,0.5617902278900146,0.12771464884281158
0.34427782893180847,0.5517088770866394,-0.16514255106449127,0.34018099308013916,0.5479017496109009,-0.15561804175376892,0.34008729457855225,0.5454387664794922,-0.15563109517097473,0.3400382399559021,0.5430802702903748,-0.1556486040353775,0.3405628204345703,0.5551708936691284,-0.1561863124370575,0.3407130539417267,0.5574367642402649,-0.15620389580726624,0.34091606736183167,0.5604767799377441,-0.15623633563518524,0.342372864484787,0.5402697920799255,-0.09665421396493912,0.34360456466674805,0.5618410706520081,-0.09890655428171158,0.3486293852329254,0.5468428134918213,-0.14288900792598724,0.3492479920387268,0.5557475686073303,-0.14368264377117157,0.37427815794944763,0.5083356499671936,-0.06168796122074127,0.3758007884025574,0.585450291633606,-0.06544046103954315,0.4133777320384979,0.496793270111084,-0.03269460052251816,0.41348937153816223,0.6027144193649292,-0.0495096854865551,0.4407068192958832,0.5002493262290955,-0.08256211876869202,0.4437909424304962,0.5992334485054016,-0.09127329289913177,0.4506228268146515,0.50050950050354,-0.09835200756788254,0.4546251893043518,0.5977485775947571,-0.1099686399102211,0.4494057893753052,0.5048781037330627,-0.116535983979702,0.4539542496204376,0.591954231262207,-0.12233806401491165,0.4464472532272339,0.5069509744644165,-0.09121312201023102,0.4500892758369446,0.5904051065444946,-0.09779229760169983,0.4486902058124542,0.5227416157722473,-4.599048043019138e-05,0.4484401345252991,0.568690299987793,4.594710117089562e-05,0.501052737236023,0.523818850517273,0.02192150242626667,0.5001791715621948,0.5644184947013855,0.022494982928037643,0.5423900485038757,0.5335291028022766,0.15895050764083862,0.5475816130638123,0.5597146153450012,0.15046264231204987,0.548332154750824,0.5371710658073425,0.16975174844264984,0.5534588098526001,0.5578117370605469,0.1596464216709137,0.5603170394897461,0.5303230881690979,0.10507974028587341,0.5664242506027222,0.5607745051383972,0.09069538116455078
0.34457525610923767,0.5516684651374817,-0.1579376608133316,0.34042564034461975,0.5473932027816772,-0.14901484549045563,0.34027740359306335,0.5447761416435242,-0.14901956915855408,0.34018024802207947,0.5422796010971069,-0.14902038872241974,0.3409166932106018,0.5550218820571899,-0.1494351178407669,0.34108856320381165,0.5573973059654236,-0.14944978058338165,0.3412843644618988,0.5600948333740234,-0.14947986602783203,0.34256476163864136,0.5389400720596313,-0.0911506786942482,0.3438640236854553,0.5611675977706909,-0.09314624220132828,0.349200040102005,0.5464286804199219,-0.13597914576530457,0.3496173322200775,0.5557463765144348,-0.13660435378551483,0.375128835439682,0.5074225068092346,-0.05901728942990303,0.3758404552936554,0.5829918384552002,-0.05924902483820915,0.41288232803344727,0.4937140643596649,-0.024988321587443352,0.41363760828971863,0.5998830199241638,-0.03921937197446823,0.4406394362449646,0.49506518244743347,-0.07479198276996613,0.4440414607524872,0.596034586429596,-0.07778669893741608,0.4508873224258423,0.493803471326828,-0.09018807858228683,0.45432978868484497,0.595179557800293,-0.09462673217058182,0.4496608376502991,0.49895527958869934,-0.10870692133903503,0.4538269340991974,0.5899523496627808,-0.10830283164978027,0.4464821219444275,0.5015825629234314,-0.0833667665719986,0.45025721192359924,0.5884230732917786,-0.08448100090026855,0.4487674832344055,0.5201308131217957,0.0021351228933781385,0.4486003518104553,0.566641628742218,-0.0021534834522753954,0.501309871673584,0.5231105089187622,0.01915661431849003,0.4999946653842926,0.5623458027839661,0.011258970014750957,0.5433768033981323,0.5342745184898376,0.1435186117887497,0.5484838485717773,0.5583110451698303,0.12186514586210251,0.5489060878753662,0.5382891297340393,0.15272854268550873,0.5535277724266052,0.5587663054466248,0.1296362429857254,0.5620099902153015,0.5318936705589294,0.08952317386865616,0.5686789751052856,0.5576428174972534,0.06025286391377449
0.34455788135528564,0.5483652353286743,-0.07011593878269196,0.34043797850608826,0.5466557741165161,-0.06231025978922844,0.3403063416481018,0.5455129146575928,-0.06233580410480499,0.34020668268203735,0.5443306565284729,-0.06235469505190849,0.340841144323349,0.5497625470161438,-0.06907545775175095,0.34100425243377686,0.5507505536079407,-0.06905913352966309,0.3412127196788788,0.5518432259559631,-0.06910988688468933,0.34272563457489014,0.5421262383460999,-0.028087791055440903,0.3439558744430542,0.5514883995056152,-0.04986599460244179,0.3492278456687927,0.5457819104194641,-0.05448214337229729,0.3496526777744293,0.5501284003257751,-0.06333322823047638,0.3742244839668274,0.5210201144218445,-0.006810905411839485,0.3758973479270935,0.5761461853981018,-0.05712505802512169,0.411844402551651,0.5034239888191223,0.0015349523164331913,0.41287699341773987,0.5956240296363831,-0.03777787461876869,0.44156599044799805,0.508663535118103,-0.038228485733270645,0.4436019957065582,0.588213324546814,-0.06701640784740448,0.45015811920166016,0.4959122836589813,-0.04981061443686485,0.4540424048900604,0.5870687961578369,-0.08108069747686386,0.44868046045303345,0.5016083717346191,-0.0630243644118309,0.4533243775367737,0.5817964673042297,-0.09095661342144012,0.4456093907356262,0.5089489817619324,-0.04459896311163902,0.44977518916130066,0.5808069109916687,-0.07178507000207901,0.44837427139282227,0.530982255935669,0.008435582742094994,0.4485864043235779,0.5556595921516418,-0.008398439735174179,0.4995134472846985,0.528450608253479,0.029391473159193993,0.49986371397972107,0.5580075979232788,0.013614369556307793,0.5441681742668152,0.5362612009048462,0.11535220593214035,0.5483121871948242,0.5521471500396729,0.08333627134561539,0.5496940016746521,0.5395307540893555,0.11817704141139984,0.5542944669723511,0.5562893748283386,0.08777426183223724,0.5587867498397827,0.5359510183334351,0.0612119697034359,0.5653694868087769,0.5556400418281555,0.032611168920993805
0.3445773124694824,0.5479885935783386,-0.1517733931541443,0.3404504358768463,0.5446322560310364,-0.14286085963249207,0.3403283953666687,0.5422527194023132,-0.14286492764949799,0.34022125601768494,0.539875328540802,-0.14286524057388306,0.34081506729125977,0.5502707958221436,-0.14344297349452972,0.34097161889076233,0.5513185858726501,-0.14345265924930573,0.34116655588150024,0.5521475076675415,-0.14347749948501587,0.3428100049495697,0.5357887744903564,-0.08422484993934631,0.3439563810825348,0.5546645522117615,-0.0875854343175888,0.3492414057254791,0.5427739024162292,-0.12975814938545227,0.3496650755405426,0.5506443977355957,-0.13057810068130493,0.3748488128185272,0.5055329203605652,-0.03829386085271835,0.37573474645614624,0.580714762210846,-0.055206842720508575,0.4117256700992584,0.4907717704772949,-0.012250259518623352,0.41249433159828186,0.598349392414093,-0.03682370483875275,0.441018670797348,0.4926387667655945,-0.05837588757276535,0.44333145022392273,0.5894479751586914,-0.0765327513217926,0.4501175582408905,0.48965221643447876,-0.07149384170770645,0.4538251757621765,0.5884658098220825,-0.09278605133295059,0.44899579882621765,0.495138555765152,-0.0892861932516098,0.452955037355423,0.5837135314941406,-0.10599612444639206,0.44574853777885437,0.49856990575790405,-0.06626427173614502,0.44936755299568176,0.5822845697402954,-0.08298544585704803,0.4486953020095825,0.5191615223884583,0.002472188789397478,0.4489957094192505,0.5611691474914551,-0.0025240920949727297,0.49988317489624023,0.5208435654640198,0.019695710390806198,0.4998489320278168,0.5611470341682434,0.02217216230928898,0.5436784029006958,0.5317295789718628,0.14125296473503113,0.5472262501716614,0.5546758770942688,0.12931491434574127,0.5483253002166748,0.5362524390220642,0.15019160509109497,0.5518394112586975,0.5560791492462158,0.1364075094461441,0.5601734519004822,0.5329433083534241,0.08596426993608475,0.5644502639770508,0.5565921068191528,0.07994721829891205
0.34469443559646606,0.544189989566803,-0.17043928802013397,0.34061235189437866,0.5403662323951721,-0.16211436688899994,0.34053656458854675,0.5377935171127319,-0.16211149096488953,0.3405103087425232,0.5351170301437378,-0.16210880875587463,0.34097176790237427,0.5478745698928833,-0.16260403394699097,0.3411848247051239,0.5501028299331665,-0.16262389719486237,0.34145766496658325,0.5518914461135864,-0.16264750063419342,0.3431713283061981,0.5307899117469788,-0.10444165766239166,0.3443344235420227,0.5546526908874512,-0.10707011073827744,0.34956610202789307,0.5380656719207764,-0.14839650690555573,0.3498794734477997,0.5478209257125854,-0.1491597592830658,0.37543731927871704,0.5004234910011292,-0.0603291280567646,0.37576374411582947,0.5785948634147644,-0.06896631419658661,0.41171663999557495,0.48705992102622986,-0.02778959833085537,0.41279107332229614,0.5953788161277771,-0.05066514015197754,0.4406578242778778,0.48714858293533325,-0.07099569588899612,0.4431561827659607,0.5875202417373657,-0.09006144851446152,0.45022985339164734,0.4858990013599396,-0.08350969105958939,0.45365700125694275,0.5865671634674072,-0.10541340708732605,0.44939130544662476,0.4897824227809906,-0.10095158964395523,0.4528079330921173,0.5818248391151428,-0.11916164308786392,0.4457332491874695,0.4929260313510895,-0.07875023037195206,0.44919872283935547,0.5803773403167725,-0.0965074822306633,0.4487939476966858,0.5144909620285034,0.0006041986052878201,0.44893816113471985,0.560583770275116,-0.0006638727500103414,0.4997115731239319,0.5172709822654724,0.01537956390529871,0.49912115931510925,0.5583415031433105,0.01901959627866745,0.5439601540565491,0.5288810729980469,0.13348986208438873,0.5466974377632141,0.5540961027145386,0.1282258778810501,0.5486481189727783,0.533988893032074,0.14170876145362854,0.5512463450431824,0.5548868179321289,0.1357949823141098,0.5608809590339661,0.5288495421409607,0.08179395645856857,0.563918948173523,0.5555318593978882,0.07230392843484879
0.34597399830818176,0.537836492061615,-0.17171329259872437,0.3416479825973511,0.5350217819213867,-0.16362102329730988,0.3416653573513031,0.533200204372406,-0.16363239288330078,0.34173327684402466,0.53126060962677,-0.16364462673664093,0.3418308198451996,0.5400105714797974,-0.16438564658164978,0.3420275151729584,0.541774332523346,-0.16440564393997192,0.34231820702552795,0.5434532165527344,-0.16443686187267303,0.3443116545677185,0.5277693271636963,-0.10699621587991714,0.3451888859272003,0.5447905659675598,-0.11063369363546371,0.3509382903575897,0.5337793827056885,-0.14975151419639587,0.3512274920940399,0.5401614308357239,-0.15089727938175201,0.37572017312049866,0.49686065316200256,-0.06633353978395462,0.3758581578731537,0.577593207359314,-0.07131070643663406,0.41186219453811646,0.48301035165786743,-0.03584778681397438,0.41312968730926514,0.5908830165863037,-0.05417637899518013,0.44096434116363525,0.4817294180393219,-0.07732068747282028,0.4431779980659485,0.584160327911377,-0.09135857224464417,0.4510675072669983,0.47996994853019714,-0.08995714038610458,0.45360067486763,0.5854135751724243,-0.10595174133777618,0.45013120770454407,0.48419997096061707,-0.1059526652097702,0.4526705741882324,0.5765500664710999,-0.1192292720079422,0.4465583264827728,0.487412691116333,-0.08450763672590256,0.44904279708862305,0.5745419263839722,-0.09743610769510269,0.4481283128261566,0.5140512585639954,-0.0006445642211474478,0.4486097991466522,0.5530175566673279,0.0005601166631095111,0.49950870871543884,0.5169116258621216,0.01025497354567051,0.4985787570476532,0.5493245124816895,0.019103774800896645,0.5440632700920105,0.5266947150230408,0.12959134578704834,0.5462220311164856,0.5455435514450073,0.1258612424135208,0.54888916015625,0.5297050476074219,0.13666342198848724,0.5505833029747009,0.5459064245223999,0.13383594155311584,0.5614732503890991,0.5269265174865723,0.07348965108394623,0.5637497305870056,0.5467059016227722,0.07222137600183487
